"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"svchost","0","176","2203398098944","2998272","1986560","11976","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s SENS","System.Diagnostics.Process (services)","Microsoft Corporation","0.109375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3520","8",,"False","27-08-2022 03:47:31 AM",,"2264",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11976","11976","1986560","1986560","79080","79080","2514944","2514944","9064448","9064448","2203403894784","85671936","True","Normal","1986560","1986560","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","176","2203398098944","79876096","False",,,,"2998272","2998272",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0937500","00:00:00.1093750","00:00:00.0156250","0","","True",,
"svchost","0","153","2203389800448","3411968","1916928","10888","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","System.Diagnostics.Process (services)","Microsoft Corporation","0.28125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1280","8",,"False","27-08-2022 03:47:32 AM",,"2320",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10888","10888","1916928","1916928","67552","67552","2088960","2088960","7233536","7233536","2203392303104","74080256","True","Normal","1916928","1916928","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","153","2203389800448","71577600","False",,,,"3411968","3411968",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1562500","00:00:00.2812500","00:00:00.1250000","0","","True",,
"svchost","0","209","2203393146880","3534848","1933312","9432","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder","System.Diagnostics.Process (services)","Microsoft Corporation","0.546875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6108","8",,"False","27-08-2022 03:47:31 AM",,"2440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9432","9432","1933312","1933312","83984","83984","2351104","2351104","8601600","8601600","2203398389760","80166912","True","Normal","1933312","1933312","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","209","2203393146880","74924032","False",,,,"3534848","3534848",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3593750","00:00:00.5468750","00:00:00.1875000","0","","True",,
"svchost","0","150","2203423952896","3670016","1949696","9496","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache","System.Diagnostics.Process (services)","Microsoft Corporation","0.84375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6852","8",,"False","27-08-2022 03:47:31 AM",,"2468",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9496","9496","1949696","1949696","121736","121736","6008832","6008832","14827520","14827520","2203596161024","277938176","True","Normal","1949696","1949696","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","150","2203423952896","105730048","False",,,,"3670016","3670016",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.2343750","00:00:00.8437500","00:00:00.6093750","0","","True",,
"svchost","0","410","2203423322112","7630848","5144576","16848","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s NlaSvc","System.Diagnostics.Process (services)","Microsoft Corporation","4.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3720","8",,"False","27-08-2022 03:47:31 AM",,"2528",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","16848","16848","5144576","5144576","111344","111344","8155136","8155136","14098432","14098432","2203442720768","124497920","True","Normal","5144576","5144576","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","410","2203423322112","105099264","False",,,,"7630848","7630848",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.7656250","00:00:04.4687500","00:00:01.7031250","0","","True",,
"svchost","0","273","2203425607680","7106560","5414912","12896","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","System.Diagnostics.Process (services)","Microsoft Corporation","1.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3308","8",,"False","27-08-2022 04:26:37 AM",,"2540",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12896","12896","5414912","5414912","148840","148840","7012352","7012352","24977408","24977408","2203455705088","137482240","True","Normal","5414912","5414912","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","273","2203425607680","107384832","False",,,,"7106560","7106560",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.5156250","00:00:01.0625000","00:00:00.5468750","0","","True",,
"svchost","0","198","2203412140032","12259328","7786496","9920","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k appmodel -p -s StateRepository","System.Diagnostics.Process (services)","Microsoft Corporation","15.890625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3224","8",,"False","27-08-2022 03:47:31 AM",,"2544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9920","9920","7786496","7786496","79288","79288","15974400","15974400","24551424","24551424","2203415687168","97464320","True","Normal","7786496","7786496","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","198","2203412140032","93917184","False",,,,"12259328","12259328",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:05.5937500","00:00:15.8906250","00:00:10.2968750","0","","True",,
"svchost","0","122","2203387691008","2437120","1466368","8016","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.0625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5020","8",,"False","27-08-2022 03:47:31 AM",,"2600",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","8016","8016","1466368","1466368","65008","65008","1896448","1896448","7671808","7671808","2203394506752","76283904","True","Normal","1466368","1466368","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","122","2203387691008","69468160","False",,,,"2437120","2437120",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0312500","00:00:00.0625000","00:00:00.0312500","0","","True",,
"svchost","0","443","2203397713920","5824512","3194880","12272","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalService -p -s netprofm","System.Diagnostics.Process (services)","Microsoft Corporation","2.03125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6196","8",,"False","27-08-2022 03:47:31 AM",,"2764",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12272","12272","3194880","3194880","101656","101656","4300800","4300800","10539008","10539008","2203411361792","93138944","True","Normal","3194880","3194880","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","443","2203397713920","79491072","False",,,,"5824512","5824512",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.1406250","00:00:02.0312500","00:00:00.8906250","0","","True",,
"svchost","0","195","2203403890688","6787072","2797568","12280","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc","System.Diagnostics.Process (services)","Microsoft Corporation","2.5","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4620","8",,"False","27-08-2022 03:56:34 AM",,"2844",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","12280","12280","2797568","2797568","98088","98088","3313664","3313664","12582912","12582912","2203411763200","93540352","True","Normal","2797568","2797568","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","195","2203403890688","85667840","False",,,,"6787072","6787072",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.1562500","00:00:02.5000000","00:00:01.3437500","0","","True",,
"svchost","0","369","2203413995520","7847936","3170304","13304","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","System.Diagnostics.Process (services)","Microsoft Corporation","1","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6924","8",,"False","27-08-2022 03:47:32 AM",,"2876",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13304","13304","3170304","3170304","118384","118384","3743744","3743744","14426112","14426112","2203418714112","100491264","True","Normal","3170304","3170304","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","369","2203413995520","95772672","False",,,,"7847936","7847936",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.7031250","00:00:01","00:00:00.2968750","0","","True",,
"svchost","0","178","2203392364544","4526080","2060288","9424","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s WinHttpAutoProxySvc","System.Diagnostics.Process (services)","Microsoft Corporation","1.390625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6088","8",,"False","27-08-2022 03:47:32 AM",,"2952",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9424","9424","2060288","2060288","76040","76040","2740224","2740224","8220672","8220672","2203396034560","77811712","True","Normal","2060288","2060288","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","178","2203392364544","74141696","False",,,,"4526080","4526080",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.8906250","00:00:01.3906250","00:00:00.5000000","0","","True",,
"svchost","0","309","2203405721600","5259264","3547136","14944","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkService -p -s Dnscache","System.Diagnostics.Process (services)","Microsoft Corporation","9.640625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3948","8",,"False","27-08-2022 03:47:32 AM",,"3028",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14944","14944","3547136","3547136","89088","89088","4448256","4448256","10452992","10452992","2203409940480","91717632","True","Normal","3547136","3547136","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","309","2203405721600","87498752","False",,,,"5259264","5259264",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:07.1250000","00:00:09.6406250","00:00:02.5156250","0","","True",,
"svchost","0","180","2203398987776","3076096","2117632","11288","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2748","8",,"False","27-08-2022 03:47:37 AM",,"3100",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11288","11288","2117632","2117632","88688","88688","2457600","2457600","10518528","10518528","2203402084352","83861504","True","Normal","2117632","2117632","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","180","2203398987776","80764928","False",,,,"3076096","3076096",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3593750","00:00:00.6250000","00:00:00.2656250","0","","True",,
"svchost","0","298","2203416309760","7106560","2932736","13384","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s lfsvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3324","8",,"False","27-08-2022 04:06:40 AM",,"3140",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13384","13384","2932736","2932736","132584","132584","3465216","3465216","14458880","14458880","2203425472512","107249664","True","Normal","2932736","2932736","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","298","2203416309760","98086912","False",,,,"7106560","7106560",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1406250","00:00:00.3750000","00:00:00.2343750","0","","True",,
"svchost","0","530","2203450159104","7725056","6610944","22600","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","System.Diagnostics.Process (services)","Microsoft Corporation","3.359375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3568","8",,"False","27-08-2022 03:47:32 AM",,"3184",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22600","22600","6610944","6610944","181208","181208","10358784","10358784","21491712","21491712","2203464830976","146608128","True","Normal","6610944","6610944","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","530","2203450159104","131936256","False",,,,"7725056","7725056",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:01.4531250","00:00:03.3593750","00:00:01.9062500","0","","True",,
"svchost","0","257","2203437953024","5296128","3715072","14912","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection","System.Diagnostics.Process (services)","Microsoft Corporation","1.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2696","8",,"False","27-08-2022 03:47:33 AM",,"3276",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14912","14912","3715072","3715072","135000","135000","5181440","5181440","17743872","17743872","2203451109376","132886528","True","Normal","3715072","3715072","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","257","2203437953024","119730176","False",,,,"5296128","5296128",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.6718750","00:00:01.1406250","00:00:00.4687500","0","","True",,
"svchost","0","171","2203393089536","2723840","1822720","9232","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService","System.Diagnostics.Process (services)","Microsoft Corporation","0.140625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5232","8",,"False","27-08-2022 03:56:34 AM",,"3440",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","9232","9232","1822720","1822720","73888","73888","2093056","2093056","8617984","8617984","2203399274496","81051648","True","Normal","1822720","1822720","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","171","2203393089536","74866688","False",,,,"2723840","2723840",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.0937500","00:00:00.1406250","00:00:00.0468750","0","","True",,
"svchost","0","258","2203416264704","5050368","3616768","14960","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc","System.Diagnostics.Process (services)","Microsoft Corporation","0.3125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","668","8",,"False","27-08-2022 03:47:33 AM",,"3448",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","14960","14960","3616768","3616768","121184","121184","6361088","6361088","17784832","17784832","2203439759360","121536512","True","Normal","3616768","3616768","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","258","2203416264704","98041856","False",,,,"5050368","5050368",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1875000","00:00:00.3125000","00:00:00.1250000","0","","True",,
"svchost","0","286","2203454128128","11239424","3571712","15496","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s fhsvc","System.Diagnostics.Process (services)","Microsoft Corporation","22.96875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4872","8",,"False","27-08-2022 03:49:44 AM",,"3496",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","15496","15496","3571712","3571712","140928","140928","20623360","20623360","30105600","30105600","2203602223104","284000256","True","Normal","3571712","3571712","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","286","2203454128128","135905280","False",,,,"11239424","11239424",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:16.2500000","00:00:22.9687500","00:00:06.7187500","0","","True",,
"svchost","0","432","2203428945920","9687040","8892416","32448","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","System.Diagnostics.Process (services)","Microsoft Corporation","33.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5248","8",,"False","27-08-2022 03:47:33 AM",,"3504",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","32448","32448","8892416","8892416","115824","115824","12996608","12996608","22593536","22593536","2203444129792","125906944","True","Normal","8892416","8892416","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","432","2203428945920","110723072","False",,,,"9687040","9687040",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:17.7656250","00:00:33.1250000","00:00:15.3593750","0","","True",,
"svchost","0","181","2203397292032","3604480","1970176","10544","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation","System.Diagnostics.Process (services)","Microsoft Corporation","0.671875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5968","8",,"False","27-08-2022 03:47:33 AM",,"3544",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10544","10544","1970176","1970176","84592","84592","2269184","2269184","8654848","8654848","2203402010624","83787776","True","Normal","1970176","1970176","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","181","2203397292032","79069184","False",,,,"3604480","3604480",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.3750000","00:00:00.6718750","00:00:00.2968750","0","","True",,
"svchost","0","214","2203402657792","4853760","2592768","11968","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer","System.Diagnostics.Process (services)","Microsoft Corporation","0.65625","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6640","8",,"False","27-08-2022 03:47:34 AM",,"3576",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11968","11968","2592768","2592768","90144","90144","2854912","2854912","9900032","9900032","2203407036416","88813568","True","Normal","2592768","2592768","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","214","2203402657792","84434944","False",,,,"4853760","4853760",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.4062500","00:00:00.6562500","00:00:00.2500000","0","","True",,
"svchost","0","160","2203389943808","2613248","1912832","10144","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p -s PolicyAgent","System.Diagnostics.Process (services)","Microsoft Corporation","0.46875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4332","8",,"False","27-08-2022 03:47:33 AM",,"3676",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","10144","10144","1912832","1912832","62352","62352","3227648","3227648","9302016","9302016","2203392999424","74776576","True","Normal","1912832","1912832","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","160","2203389943808","71720960","False",,,,"2613248","2613248",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1875000","00:00:00.4687500","00:00:00.2812500","0","","True",,
"svchost","0","268","2203396243456","4075520","2826240","13864","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s IKEEXT","System.Diagnostics.Process (services)","Microsoft Corporation","1.328125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6696","8",,"False","27-08-2022 03:47:34 AM",,"3684",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","13864","13864","2826240","2826240","89472","89472","3063808","3063808","8757248","8757248","2203400437760","82214912","True","Normal","2826240","2826240","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","268","2203396243456","78020608","False",,,,"4075520","4075520",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.9062500","00:00:01.3281250","00:00:00.4218750","0","","True",,
"svchost","0","366","2203483648000","9752576","4562944","26488","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k NetworkService -p -s CryptSvc","System.Diagnostics.Process (services)","Microsoft Corporation","5.1875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4156","8",,"False","27-08-2022 03:47:34 AM",,"3692",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26488","26488","4562944","4562944","126776","126776","6189056","6189056","15904768","15904768","2203490988032","172765184","True","Normal","4562944","4562944","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","366","2203483648000","165425152","False",,,,"9752576","9752576",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.7656250","00:00:05.1875000","00:00:02.4218750","0","","True",,
"svchost","0","143","2203388514304","3338240","1478656","7608","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService","System.Diagnostics.Process (services)","Microsoft Corporation","0.125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3632","8",,"False","27-08-2022 03:47:34 AM",,"3740",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","7608","7608","1478656","1478656","67512","67512","1802240","1802240","6877184","6877184","2203394805760","76582912","True","Normal","1478656","1478656","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","143","2203388514304","70291456","False",,,,"3338240","3338240",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:00.1093750","00:00:00.1250000","00:00:00.0156250","0","","True",,
"svchost","0","543","2203506397184","31870976","20877312","25568","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k utcsvc -p","System.Diagnostics.Process (services)","Microsoft Corporation","9.6875","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4380","8",,"False","27-08-2022 03:47:34 AM",,"3776",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","25568","25568","20877312","20877312","177640","177640","61018112","61018112","77619200","77619200","2203514277888","196055040","True","Normal","20877312","20877312","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","543","2203506397184","188174336","False",,,,"31870976","31870976",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:02.8750000","00:00:09.6875000","00:00:06.8125000","0","","True",,
"svchost","0","376","2203586568192","32583680","30789632","21512","C:\WINDOWS\System32\svchost.exe","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS","System.Diagnostics.Process (services)","Microsoft Corporation","12.203125","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","7040","8",,"False","27-08-2022 03:47:34 AM",,"3804",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21512","21512","30789632","30789632","128264","128264","122994688","122994688","114585600","114585600","2203697197056","378974208","True","Normal","30789632","30789632","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","376","2203586568192","268345344","False",,,,"32583680","32583680",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:05.7968750","00:00:12.2031250","00:00:06.4062500","0","","True",,
"svchost","0","478","2203468738560","14725120","10948608","18040","C:\WINDOWS\system32\svchost.exe","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt","System.Diagnostics.Process (services)","Microsoft Corporation","12.09375","10.0.19041.1 (WinBuild.160101.0800)","10.0.19041.1","Host Process for Windows Services","Microsoft® Windows® Operating System","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5840","8",,"False","27-08-2022 03:47:34 AM",,"3900",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18040","18040","10948608","10948608","135488","135488","32620544","32620544","39600128","39600128","2203499089920","180867072","True","Normal","10948608","10948608","svchost","15","0",,"System.Diagnostics.ProcessThreadCollection","478","2203468738560","150515712","False",,,,"14725120","14725120",,"System.Diagnostics.ProcessModule (svchost.exe)","00:00:03.4375000","00:00:12.0937500","00:00:08.6562500","0","","True",,
